category_id,category_name,groups,candidate_hits,candidate_hit_rate,mean_nearest_iou,mean_hit_iou
84,n03128519,11,4,0.36363636363636365,0.30725335516035557,0.4311781753785908
21,n02121808,8,3,0.375,0.4365569222427439,0.8420110742251078
40,n02411705,13,5,0.38461538461538464,0.5260647179988714,0.6493454873561859
14,n01944390,12,5,0.4166666666666667,0.3629368133842945,0.4703221291303635
191,n07739125,61,26,0.4262295081967213,0.379515452966949,0.5557710918454597
9,n01770393,21,9,0.42857142857142855,0.44615113948072704,0.47241982486512923
171,n04530566,233,112,0.48068669527896996,0.18742525089425216,0.3183813738952657
1,n00007846,1649,806,0.4887810794420861,0.30142080799052134,0.4658634629756011
19,n02084071,908,445,0.4900881057268722,0.3213910364540369,0.45912858296337467
7,n01674464,101,50,0.49504950495049505,0.4398821048429328,0.5459051042050124
60,n02807133,24,12,0.5,0.4858693207303683,0.5384280396004518
182,n07693725,10,5,0.5,0.6431431222707034,0.5449775911867618
163,n04379243,215,110,0.5116279069767442,0.30680127046991484,0.4277663799680092
37,n02395003,32,17,0.53125,0.4790645000466611,0.6586289125330308
134,n03991062,11,6,0.5454545454545454,0.49232294071804394,0.5825405269861221
90,n03211117,23,13,0.5652173913043478,0.20932080305140952,0.31028928091892827
41,n02419796,29,17,0.5862068965517241,0.4699334781616926,0.5913843648398623
8,n01726692,63,39,0.6190476190476191,0.3727433510893394,0.4485309904871079
125,n03838899,8,5,0.625,0.7832008749246597,0.7874963879585266
173,n04540053,8,5,0.625,0.7177822552621365,0.8004186630249024
65,n02870880,17,11,0.6470588235294118,0.36355973517193513,0.4523482918739319
28,n02268443,41,27,0.6585365853658537,0.3265987577416548,0.4197336348394553
85,n03134739,3,2,0.6666666666666666,0.7589866121610006,0.7780353724956512
107,n03513137,84,61,0.7261904761904762,0.3920508185179815,0.4783309268475067
2,n01443537,11,8,0.7272727272727273,0.5390283953059803,0.5709196031093597
149,n04228054,21,16,0.7619047619047619,0.4533725132544835,0.4463215144351125
76,n03001627,154,128,0.8311688311688312,0.4466032423865195,0.49135489758918993
177,n04591157,10,9,0.9,0.493929049372673,0.5071013338036008
176,n04557648,1,1,1.0,0.8478888869285583,0.8478888869285583
179,n06874185,1,1,1.0,0.7698458433151245,0.7698458433151245
